x,y,t,u,v,p,area
4.6767676767676765,-0.6122448979591837,14.5,0.556556316534225,-0.13233620504321963,-0.037974130779296754,0.019801980198019802
2.7676767676767673,0.204081632653061,13.8,0.2967221851032683,0.5661922803082022,-0.14616550212583193,0.019801980198019802
7.434343434343434,0.04081632653061229,5.6000000000000005,0.8227093600400164,-0.446141724642962,-0.09635691025385008,0.019801980198019802
6.373737373737374,1.9183673469387754,1.3,0.904188499099526,0.12497940499527854,0.0320112743530141,0.019801980198019802
2.0606060606060606,0.4489795918367343,9.8,0.6814274691976193,-0.548981012421464,-0.2745304613369038,0.019801980198019802
4.181818181818182,-1.3469387755102042,16.400000000000002,1.0545334500459116,0.2561857025577563,-0.03982634170735445,0.019801980198019802
3.191919191919192,-0.9387755102040818,19.8,0.8053782948857029,0.2753662275880586,-0.024690242753805196,0.019801980198019802
2.1313131313131315,1.2653061224489792,17.6,1.2612654503304055,-0.15309690392220718,-0.1750896150630651,0.019801980198019802
6.585858585858586,0.7755102040816326,5.5,1.0230207003833585,-0.006414700331689128,-0.1829439129491931,0.019801980198019802
5.666666666666666,-0.7755102040816328,19.400000000000002,0.9838122355706056,-0.153938802619362,-0.1783586282160701,0.019801980198019802
6.232323232323232,-0.12244897959183687,0.0,0.7334638734351852,0.45320594842562717,-0.08510575773911928,0.019801980198019802
3.616161616161616,0.693877551020408,8.6,0.6631147361941404,0.4093073633038033,-0.10264117374344936,0.019801980198019802
1.8484848484848484,1.8367346938775508,10.100000000000001,1.0940672461992054,-0.09441362366570462,-0.09429792489784579,0.019801980198019802
3.7575757575757573,-2.0,15.100000000000001,0.9859032353131785,0.11862398130631874,-0.008274120918633145,0.019801980198019802
1.4949494949494948,1.1020408163265305,10.3,1.2796827792709915,-0.16095388887433146,-0.26575740784730134,0.019801980198019802
7.292929292929292,0.12244897959183643,8.5,0.7826752354437947,0.40682462867504776,-0.09268685933882717,0.019801980198019802
1.2828282828282829,0.4489795918367343,2.4000000000000004,0.28393750420316793,-0.31587235453458923,-0.39955170418889857,0.019801980198019802
5.666666666666666,0.9387755102040813,2.0,0.7475667155449799,-0.23177516174270268,-0.005697607058252098,0.019801980198019802
4.4646464646464645,-1.183673469387755,17.1,1.1291881379650008,0.2936000252689152,-0.0636396044584525,0.019801980198019802
6.303030303030303,0.12244897959183643,8.700000000000001,0.7091892594757049,-0.4402572365122886,-0.09419995815955294,0.019801980198019802
7.929292929292929,-0.5306122448979593,4.1000000000000005,0.9093437835593787,-0.08111353135888995,-0.18804787452000932,0.019801980198019802
6.656565656565657,-1.1020408163265307,3.3000000000000003,0.9934151705425268,-0.3737276393206545,-0.06755612990409327,0.019801980198019802
5.03030303030303,0.12244897959183643,9.700000000000001,0.6585175377870455,0.22479914634120035,-0.18862575524106298,0.019801980198019802
2.0606060606060606,-0.12244897959183687,8.3,0.2704500420442451,-0.03774714756337757,-0.4171163354354098,0.019801980198019802
8.0,-1.510204081632653,0.1,0.855798929251689,-0.20137761164724902,0.0135945765849024,0.019801980198019802
7.222222222222222,1.020408163265306,6.6000000000000005,1.0526089384914246,0.2896200992312676,-0.11306622876868266,0.019801980198019802
4.6060606060606055,-1.3469387755102042,15.9,0.882536125330144,0.2009495570109582,-3.196827449007992e-05,0.019801980198019802
3.4747474747474745,-1.836734693877551,3.5,1.0376271917163606,0.1578927063916302,-0.03218760274016919,0.019801980198019802
3.7575757575757573,-0.6938775510204083,14.5,0.6971340742372619,0.31446577289369043,-0.028328787014766963,0.019801980198019802
8.0,-1.5918367346938775,8.3,0.9391111486291365,0.1889313735511732,0.007854180823744178,0.019801980198019802
4.04040404040404,-0.9387755102040818,17.900000000000002,0.9278780694373451,-0.25931118134770226,-0.0973733993440718,0.019801980198019802
6.9393939393939394,1.020408163265306,4.7,0.9826853774855413,-0.33430892500834897,-0.03841520801588559,0.019801980198019802
1.2828282828282829,2.0,9.8,1.1248279962048913,-0.03573256440005579,-0.10896528543413153,0.019801980198019802
5.383838383838384,1.510204081632653,4.7,1.1896275060217518,0.10906543245045142,-0.032014912512657236,0.019801980198019802
7.434343434343434,-0.5306122448979593,10.3,0.8736740384621774,-0.47652148477282513,-0.08905475654241111,0.019801980198019802
5.949494949494949,0.36734693877551017,19.1,0.6557750393225796,0.1839122371134881,-0.08949970613627786,0.019801980198019802
5.595959595959596,-0.3673469387755104,2.2,0.7715583686850154,-0.5218210702543933,-0.10509684908993319,0.019801980198019802
1.0707070707070707,-0.9387755102040818,6.2,1.273682767102942,0.1272257214625601,-0.35136237304578444,0.019801980198019802
5.383838383838384,-0.8571428571428572,9.5,0.6144492398238256,-0.0849166473440417,-0.010750410637509526,0.019801980198019802
2.4141414141414144,-0.04081632653061229,14.600000000000001,0.30281239247995584,0.05726463322895942,-0.34035674610006045,0.019801980198019802
5.383838383838384,-1.1020408163265307,8.9,0.7215359018631757,-0.25197657172720556,0.012346492673597928,0.019801980198019802
4.818181818181818,1.510204081632653,4.0,1.2433195312259964,0.046196722080916366,-0.03505461745329182,0.019801980198019802
1.8484848484848484,1.2653061224489792,11.5,1.2780074134221238,-0.1052609248079537,-0.18862375016295638,0.019801980198019802
1.1414141414141414,-0.6122448979591837,13.100000000000001,0.7222591836005319,-0.02545017972810022,-0.41600246369291316,0.019801980198019802
6.656565656565657,0.9387755102040813,0.9,0.8793912739588963,0.40169128646109853,-0.03712290182789581,0.019801980198019802
4.4646464646464645,-1.5918367346938775,2.9000000000000004,0.8400788255345906,0.012487942059613922,0.03402432616458318,0.019801980198019802
6.656565656565657,1.1020408163265305,15.700000000000001,0.9077443827617171,-0.27598456805085964,-0.015050206322534726,0.019801980198019802
2.4141414141414144,0.12244897959183643,3.0,0.10363007840126542,-0.20253795045737022,-0.24844355173151705,0.019801980198019802
5.666666666666666,1.1020408163265305,18.5,0.6751230564654261,0.12805475685466522,0.01103490112588929,0.019801980198019802
5.454545454545454,1.4285714285714284,2.7,0.9679729039967202,-0.22541028337135222,-0.005404260271584632,0.019801980198019802
1.4242424242424243,0.204081632653061,1.6,-0.2335236438725388,-0.30673714737451513,-0.32451478582953336,0.019801980198019802
5.313131313131313,-0.20408163265306145,19.5,0.7214815113143612,-0.5223803628691109,-0.1123924343985345,0.019801980198019802
7.575757575757575,-1.183673469387755,5.1000000000000005,0.8967956282470024,-0.32528508493252584,-0.011318599257394245,0.019801980198019802
3.2626262626262625,1.7551020408163263,7.9,1.1833848038678756,-0.04910444600590061,-0.039631194243943846,0.019801980198019802
2.8383838383838382,1.9183673469387754,8.5,1.0978532732559245,0.03931181716943187,-0.004781268531005508,0.019801980198019802
1.9191919191919191,0.04081632653061229,7.0,0.012033503508434967,0.3986532854753395,-0.34178736917176405,0.019801980198019802
5.666666666666666,1.510204081632653,5.9,0.8520207624366187,0.23630425506909353,0.02372976307002431,0.019801980198019802
7.787878787878787,-0.8571428571428572,0.8,0.6908385957033865,0.0008176530708427642,-0.019844321844970918,0.019801980198019802
6.161616161616162,0.04081632653061229,1.2000000000000002,0.8069554140924295,0.4574399998229854,-0.10323595561770818,0.019801980198019802
3.7575757575757573,-0.3673469387755104,2.1,0.41269716674915324,0.28418707125909143,-0.0841506600642918,0.019801980198019802
7.222222222222222,-1.9183673469387754,13.3,0.9589410720453573,0.1389577893210174,0.013610672816416227,0.019801980198019802
3.7575757575757573,0.6122448979591835,9.700000000000001,0.5297662937227878,0.37332097418786775,-0.02148288000119285,0.019801980198019802
1.8484848484848484,-0.2857142857142858,17.5,-0.022324801331296853,0.5224139717352354,-0.24190952281140832,0.019801980198019802
5.101010101010101,1.7551020408163263,17.0,1.0212256230549028,0.17899574658250422,0.03233687642055245,0.019801980198019802
6.02020202020202,1.4285714285714284,5.2,1.1918353927426437,0.0709242061628532,-0.05875734894867622,0.019801980198019802
